generation,LAYER1-0,LAYER1-1,LAYER1-2,LAYER1-3,LAYER1-4,LAYER2-0,LAYER2-1,LAYER2-2,LAYER2-3,LAYER2-4,
33,23.4006,16.0249,11.2355,11.9468,,14.1284,11.2355,11.6251,25.1159,,
34,14.1284,14.1284,11.2355,11.6251,,14.1284,11.2355,11.6251,25.1159,,
35,14.1284,14.1284,11.2355,11.6251,,34.335,13.7363,11.1979,18.7481,,
36,37.5387,14.3802,18.7481,11.1979,,34.335,13.7363,11.1979,18.7481,,
37,37.5387,14.3802,18.7481,11.1979,,24.335,11.8837,11.1979,18.7481,,
38,27.2249,18.7481,18.7481,11.1979,,24.335,11.8837,11.1979,18.7481,,
39,27.2249,18.7481,18.7481,11.1979,,16.6547,11.6376,11.1979,13.4798,,
40,26.5731,13.4798,13.4798,11.1979,,16.6547,11.6376,11.1979,13.4798,,
41,26.5731,13.4798,13.4798,11.1979,,11.5043,14.9361,11.1979,11.4313,,
42,14.7215,25.9885,11.4313,11.1979,,11.5043,14.9361,11.1979,11.4313,,
43,14.7215,25.9885,11.4313,11.1979,,11.5043,14.7215,11.1979,11.4313,,
44,14.7215,25.7624,11.4313,11.1979,,11.5043,14.7215,11.1979,11.4313,,
45,14.7215,25.7624,11.4313,11.1979,,11.5043,14.7215,11.1584,11.4313,,
46,14.2416,24.8299,11.4313,11.1584,,11.5043,14.7215,11.1584,11.4313,,
47,14.2416,24.8299,11.4313,11.1584,,15.1352,11.4773,11.9491,11.1584,24.8299,
48,26.9233,25.1692,24.7997,11.4773,11.1584,15.1352,11.4773,11.9491,11.1584,24.8299,
49,26.9233,25.1692,24.7997,11.4773,11.1584,14.9424,11.4773,11.5087,11.1584,24.7997,
50,26.3776,25.0426,14.9424,11.4773,11.1584,14.9424,11.4773,11.5087,11.1584,24.7997,
51,26.3776,25.0426,14.9424,11.4773,11.1584,11.1848,11.4773,11.3976,11.1584,25.0426,
52,25.986,24.8753,11.1848,11.3976,11.1584,11.1848,11.4773,11.3976,11.1584,25.0426,
53,25.986,24.8753,11.1848,11.3976,11.1584,18.6556,11.1848,11.4773,11.1584,24.7437,
54,11.946,25.3569,23.2639,11.1848,11.1584,18.6556,11.1848,11.4773,11.1584,24.7437,
55,11.946,25.3569,23.2639,11.1848,11.1584,18.6556,11.1848,11.4773,11.1584,21.9086,
56,11.946,24.7411,22.7346,11.1848,11.1584,18.6556,11.1848,11.4773,11.1584,21.9086,
57,11.946,24.7411,22.7346,11.1848,11.1584,18.3786,11.1848,11.4773,11.1584,13.879,
58,11.946,23.7944,22.7346,11.1584,11.1584,18.3786,11.1848,11.4773,11.1584,13.879,
59,11.946,23.7944,22.7346,11.1584,11.1584,22.7346,15.0075,11.4773,11.1584,11.272,
60,27.2916,20.8242,23.5079,11.1584,11.1584,22.7346,15.0075,11.4773,11.1584,11.272,
61,27.2916,20.8242,23.5079,11.1584,11.1584,23.5079,13.8397,11.382,11.1584,11.0897,
62,23.7659,19.4883,23.5079,11.0897,11.0897,23.5079,13.8397,11.382,11.1584,11.0897,
63,23.7659,19.4883,23.5079,11.0897,11.0897,23.5079,13.8397,11.1758,11.1584,10.8795,
64,15.7273,16.5241,22.5691,10.6159,10.6159,23.5079,13.8397,11.1758,11.1584,10.8795,
65,15.7273,16.5241,22.5691,10.6159,10.6159,17.1797,22.5691,11.5504,10.9648,10.2732,
66,17.2775,17.1797,10.2732,10.2732,10.2732,17.1797,22.5691,11.5504,10.9648,10.2732,
67,17.2775,17.1797,10.2732,10.2732,10.2732,17.1797,21.4841,11.212,9.78966,9.78966,
68,17.2547,17.1797,10.2514,10.6265,9.36427,17.1797,21.4841,11.212,9.78966,9.78966,
69,17.2547,17.1797,10.2514,10.6265,9.36427,17.1797,20.5827,9.44009,10.6265,9.36427,
70,17.1797,17.1797,10.2514,10.1917,9.36427,17.1797,20.5827,9.44009,10.6265,9.36427,
71,17.1797,17.1797,10.2514,10.1917,9.36427,23.5227,17.0454,10.1917,10.1917,9.36427,
72,13.244,13.5227,10.2514,15.2126,8.603,23.5227,17.0454,10.1917,10.1917,9.36427,
73,13.244,13.5227,10.2514,15.2126,8.603,13.5227,13.0545,8.603,9.4535,9.15913,
74,13.244,12.1065,10.2514,15.2126,7.7886,13.5227,13.0545,8.603,9.4535,9.15913,
75,13.244,12.1065,10.2514,15.2126,7.7886,12.1065,12.0566,7.7886,9.4535,8.32333,
76,18.5614,11.2745,10.2514,14.3658,7.7886,12.1065,12.0566,7.7886,9.4535,8.32333,
77,18.5614,11.2745,10.2514,14.3658,7.7886,19.8156,11.2745,11.761,7.7886,8.32333,
78,17.648,13.0832,11.1276,11.167,7.7886,19.8156,11.2745,11.761,7.7886,8.32333,
79,17.648,13.0832,11.1276,11.167,7.7886,11.1276,11.1276,11.1276,7.7886,8.32333,
80,26.3208,10.8709,11.1276,11.167,7.7886,11.1276,11.1276,11.1276,7.7886,8.32333,
81,26.3208,10.8709,11.1276,11.167,7.7886,10.8709,11.1276,11.1276,7.7886,8.14951,
82,24.7171,10.4645,10.6045,11.0446,7.7886,10.8709,11.1276,11.1276,7.7886,8.14951,
83,24.7171,10.4645,10.6045,11.0446,7.7886,33.2536,10.3754,11.0446,7.7886,8.14951,
84,10.3754,24.7171,9.74289,9.41603,7.7886,33.2536,10.3754,11.0446,7.7886,8.14951,
85,10.3754,24.7171,9.74289,9.41603,7.7886,28.7487,9.41603,9.41603,7.7886,8.14951,
86,26.2034,24.0829,9.74289,9.41603,7.7886,28.7487,9.41603,9.41603,7.7886,8.14951,
87,26.2034,24.0829,9.74289,9.41603,7.7886,24.0829,9.2757,9.41603,7.7886,8.14951,
88,10.033,23.1459,9.7207,9.41603,7.7886,24.0829,9.2757,9.41603,7.7886,8.14951,
89,10.033,23.1459,9.7207,9.41603,7.7886,23.1459,23.1459,8.6992,7.7886,8.14711,
90,27.7648,9.74524,8.86543,8.72794,7.7886,23.1459,23.1459,8.6992,7.7886,8.14711,
91,27.7648,9.74524,8.86543,8.72794,7.7886,27.7648,16.5235,8.6992,7.78551,7.79676,
92,27.2168,9.21498,8.82723,8.72794,7.78551,27.7648,16.5235,8.6992,7.78551,7.79676,
93,27.2168,9.21498,8.82723,8.72794,7.78551,27.2168,22.6447,8.05856,7.78551,7.79676,
94,26.5748,18.671,8.78982,8.26855,7.78551,27.2168,22.6447,8.05856,7.78551,7.79676,
95,26.5748,18.671,8.78982,8.26855,7.78551,26.5748,26.5748,8.05856,7.78551,7.79676,
96,26.3582,26.4823,13.5281,8.05856,7.78551,26.5748,26.5748,8.05856,7.78551,7.79676,
97,26.3582,26.4823,13.5281,8.05856,7.78551,26.3582,26.3582,8.05856,7.78551,7.79321,
98,25.7179,24.7235,13.5281,8.04006,7.78551,26.3582,26.3582,8.05856,7.78551,7.79321,
99,25.7179,24.7235,13.5281,8.04006,7.78551,24.7235,24.7235,8.05856,7.78551,7.79321,
100,25.5138,24.6479,12.9559,8.04006,7.78551,24.7235,24.7235,8.05856,7.78551,7.79321,
